# epoch,train_acc,test_acc,train_loss,test_loss
1.000000000000000000e+00,1.089499999999999957e+01,1.089499999999999957e+01,3.255493704336660965e+00,3.255493697554976862e+00
2.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254284592918113450e+00,3.254284582971643580e+00
3.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254157074200665356e+00,3.254157062897858665e+00
4.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254146476236979169e+00,3.254146503363715137e+00
5.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254149112051504478e+00,3.254149126066984810e+00
6.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254151130732783503e+00,3.254151128472222432e+00
7.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254144460268373784e+00,3.254144459816261659e+00
8.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254147476309317000e+00,3.254147466362847130e+00
9.000000000000000000e+00,1.123666666666666636e+01,1.123666666666666636e+01,3.254148774775752262e+00,3.254148763020833446e+00
1.000000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254149567328559201e+00,3.254149569589120272e+00
1.100000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254148413538049844e+00,3.254148410373264078e+00
1.200000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254147910337094718e+00,3.254147910337094718e+00
1.300000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254150660083912072e+00,3.254150636121961870e+00
1.400000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254147700104890184e+00,3.254147698296440794e+00
1.500000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254147727231626153e+00,3.254147720902054619e+00
1.600000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254145717140480176e+00,3.254145722565827459e+00
1.700000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254145908383970109e+00,3.254145950882523231e+00
1.800000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254145242422598283e+00,3.254145246039496620e+00
1.900000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254145412416811212e+00,3.254145425980179418e+00
2.000000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254149512170862124e+00,3.254149510814525303e+00
2.100000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254137682201243997e+00,3.254137668185764110e+00
2.200000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254137591778790473e+00,3.254137592230902598e+00
2.300000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254134940140335441e+00,3.254134947374132114e+00
2.400000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254132982042100775e+00,3.254132965313946801e+00
2.500000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254133157009548416e+00,3.254133171929253443e+00
2.600000000000000000e+01,1.123666666666666636e+01,1.123666666666666636e+01,3.254133117675781062e+00,3.254133117223668936e+00
